fu_element 1;fu_A1;fu_Z1;fu_element 2;fu_A2;fu_Z2;fu_element;fu_A;fu_Z;fu_MeV;fi_element;fi_A;fi_Z;element 1;fi_A1;fi_Z1;fi_element 2;fi_A2;fi_Z2;fi_MeV
Н;1;1;D;2;1;He;3;2;5,493;Sr;84;38;Si;30;14;Cr;54;24;0,6856
D;2;1;D;2;1;Не;4;2;23,8472;Sr;84;38;S;34;16;Ti;50;22;0,6716
Н;1;1;Ag;107;47;Cd;108;48;8,1925;Zr;94;40;Ca;46;20;Ca;48;20;0,082
Н;1;1;Ag;109;47;Cd;110;48;8,9004;Zr;96;40;Ca;48;20;Ca;48;20;3,236
D;2;1;Ag;109;47;Cd;111;48;13,3129;Mo;92;42;Si;30;14;Ni;62;28;3,8974
Не;4;2;Ag;109;47;In;113;49;2,8159;Mo;92;42;Si;28;14;Ni;64;28;1,3078
Li;7;3;Ag;107;47;Sn;114;50;13,9864;Mo;94;42;Si;30;14;Ni;64;28;2,8131
Li;6;3;Ag;109;47;Sn;115;50;15,1796;Mo;92;42;S;34;16;Fe;58;26;4,8
Li;7;3;Ag;109;47;Sn;116;50;17,3211;Mo;92;42;Cl;37;17;Mn;55;25;2,1797
B;11;5;Ag;109;47;Te;120;52;8,8445;Mo;92;42;Ar;40;18;Cr;52;24;3,1596
Н;1;1;Al;27;13;Si;28;14;11,5813;Mo;92;42;Ar;38;18;Cr;54;24;4,365
D;2;1;Al;27;13;Si;29;14;17,8344;Mo;94;42;Ar;40;18;Cr;54;24;3,2388
Не;4;2;Al;27;13;P;31;15;9,6643;Mo;92;42;K;41;19;V;51;23;0,4443
Li;6;3;Al;27;13;S;33;16;23,4737;Mo;92;42;Ca;44;20;Ti;48;22;2,6566
Li;7;3;Al;27;13;S;34;16;27,6421;Mo;94;42;Ca;46;20;Ti;48;22;2,8904
B;11;5;Al;27;13;Ar;38;18;26,189;Mo;96;42;Ca;48;20;Ti;48;22;3,9486
C;12;6;Al;27;13;K;39;19;16,6002;Mo;95;42;Ca;46;20;Ti;49;22;3,8787
C;13;6;Al;27;13;K;40;19;19,4505;Mo;97;42;Ca;48;20;Ti;49;22;5,1418
N;15;7;Al;27;13;Ca;42;20;21,4383;Mo;92;42;Ca;42;20;Ti;50;22;2,6753
O;18;8;Al;27;13;Sc;45;21;23,0787;Mo;94;42;Ca;44;20;Ti;50;22;4,1545
F;19;9;Al;27;13;Ti;46;22;25,4363;Mo;96;42;Ca;46;20;Ti;50;22;5,6551
Na;23;11;Al;27;13;Cr;50;24;23,5267;Mo;98;42;Ca;48;20;Ti;50;22;7,7845
Al;27;13;Al;27;13;Fe;54;26;21,8426;Mo;95;42;Ti;47;22;Ca;48;20;1,4895
Н;1;1;Ar;38;18;K;39;19;6,3677;Ru;96;44;Mg;26;12;Ge;70;32;0,5887
D;2;1;Ar;38;18;K;40;19;11,9408;Ru;96;44;Mg;24;12;Ge;72;32;0,4406
Н;1;1;Ar;40;18;K;41;19;7,8003;Ru;98;44;Mg;26;12;Ge;72;32;0,7703
Не;4;2;Ar;36;18;Ca;40;20;7,044;Ru;99;44;Mg;26;12;Ge;73;32;0,1202
Не;4;2;Ar;38;18;Ca;42;20;6,241;Ru;96;44;Al;27;13;Ga;69;31;0,3568
He;3;2;Ar;40;18;Ca;43;20;18,289;Ru;96;44;Si;30;14;Zn;66;30;7,2573
Не;4;2;Ar;40;18;Ca;44;20;8,8464;Ru;96;44;Si;29;14;Zn;67;30;3,6887
Li;7;3;Ar;38;18;Sc;45;21;21,2483;Ru;96;44;Si;28;14;Zn;68;30;5,4101
Be;9;4;Ar;38;18;Ti;47;22;21,5669;Ru;98;44;Si;30;14;Zn;68;30;6,4031
Be;9;4;Ar;40;18;Ti;49;22;24,8737;Ru;98;44;Si;28;14;Zn;70;30;3,0041
B;10;5;Ar;40;18;V;50;23;26,229;Ru;99;44;Si;29;14;Zn;70;30;3,9505
B;11;5;Ar;40;18;V;51;23;25,8126;Ru;100;44;Si;30;14;Zn;70;30;3,6431
C;12;6;Ar;38;18;Cr;50;24;15,5317;Ru;96;44;P;31;15;Cu;65;29;5,6365
C;12;6;Ar;40;18;Cr;52;24;20,3718;Ru;96;44;S;34;16;Ni;62;28;10,6097
C;13;6;Ar;40;18;Cr;53;24;23,3684;Ru;96;44;S;32;16;Ni;64;28;7,0486
N;15;7;Ar;40;18;Mn;55;25;22,7639;Ru;98;44;S;34;16;Ni;64;28;9,0131
O;18;8;Ar;36;18;Fe;54;26;25,2314;Ru;96;44;Cl;37;17;Co;59;27;7,9307
O;16;8;Ar;38;18;Fe;54;26;16,7846;Ru;96;44;Ar;40;18;Fe;56;26;9,5795
O;18;8;Ar;38;18;Fe;56;26;25,1066;Ru;96;44;Ar;38;18;Fe;58;26;10,8081
O;16;8;Ar;40;18;Fe;56;26;20,8347;Ru;98;44;Ar;40;18;Fe;58;26;9,1696
O;17;8;Ar;40;18;Fe;57;26;24,3344;Ru;96;44;K;41;19;Mn;55;25;7,1828
O;18;8;Ar;40;18;Fe;58;26;26,3352;Ru;96;44;Ca;46;20;Cr;50;24;7,3215
F;19;9;Ar;40;18;Co;59;27;25,7083;Ru;98;44;Ca;48;20;Cr;50;24;6,6006
Ne;22;10;Ar;36;18;Ni;58;28;21,9749;Ru;96;44;Ca;44;20;Cr;52;24;10,8016
Ne;20;10;Ar;38;18;Ni;58;28;18,4669;Ru;98;44;Ca;46;20;Cr;52;24;10,5231
Ne;22;10;Ar;38;18;Ni;60;28;21,729;Ru;100;44;Ca;48;20;Cr;52;24;9,4481
Ne;20;10;Ar;40;18;Ni;60;28;22,3959;Ru;96;44;Ca;43;20;Cr;53;24;7,6094
Ne;21;10;Ar;40;18;Ni;61;28;23,4587;Ru;99;44;Ca;46;20;Cr;53;24;10,9357
Ne;22;10;Ar;40;18;Ni;62;28;23,6823;Ru;101;44;Ca;48;20;Cr;53;24;10,3452
Na;23;11;Ar;40;18;Cu;63;29;21,0164;Ru;96;44;Ca;42;20;Cr;54;24;9,4016
Mg;26;12;Ar;38;18;Zn;64;30;15,0632;Ru;98;44;Ca;44;20;Cr;54;24;10,3685
Mg;24;12;Ar;40;18;Zn;64;30;17,0314;Ru;100;44;Ca;46;20;Cr;54;24;9,736
Mg;26;12;Ar;40;18;Zn;66;30;17,6304;Ru;102;44;Ca;48;20;Cr;54;24;11,6232
Si;30;14;Ar;40;18;Ge;70;32;10,9618;Ru;96;44;Sc;45;21;V;51;23;7,1753
S;34;16;Ar;40;18;Se;74;34;7,2647;Ru;96;44;Ti;48;22;Ti;48;22;10,9022
Ar;38;18;Ar;40;18;Kr;78;36;4,4162;Ru;96;44;Ti;47;22;Ti;49;22;7,4287
Ar;40;18;Ar;40;18;Kr;80;36;7,8106;Ru;98;44;Ti;49;22;Ti;49;22;9,097
Н;1;1;As;75;33;Se;76;34;9,4789;Ru;96;44;Ti;46;22;Ti;50;22;9,4798
D;2;1;As;75;33;Se;77;34;14,6692;Ru;98;44;Ti;48;22;Ti;50;22;11,8877
Не;4;2;As;75;33;Br;79;35;5,4353;Ru;99;44;Ti;49;22;Ti;50;22;12,5034
Li;7;3;As;75;33;Kr;82;36;22,4509;Ru;100;44;Ti;50;22;Ti;50;22;12,5193
B;11;5;As;75;33;Sr;86;38;20,1436;Rh;103;45;O;16;8;Rb;87;37;0,6567
N;15;7;As;75;33;Zr;90;40;16,1782;Rh;103;45;Al;27;13;Ge;76;32;1,7745
O;18;8;As;75;33;Nb;93;41;13,7116;Rh;103;45;Ca;48;20;Mn;55;25;13,3977
F;19;9;As;75;33;Mo;94;42;14,2006;Pd;102;46;C;12;6;Zr;90;40;0,5775
Na;23;11;As;75;33;Ru;98;44;5,452;Pd;102;46;O;16;8;Sr;86;38;0,7126
Н;1;1;Au;197;79;Hg;198;80;7,0579;Pd;104;46;O;16;8;Sr;88;38;2,8271
D;2;1;Au;197;79;Hg;199;80;11,5487;Pd;106;46;O;16;8;Sr*;90;38;0,8896
Li;7;3;Au;197;79;Pb;204;82;8,838;Pd;106;46;Ne;22;10;Kr;84;36;0,2897
D;2;1;B;10;5;C;12;6;25,1885;Pd;106;46;Ne;20;10;Kr;86;36;0,1313
Н;1;1;B;11;5;C;12;6;15,9565;Pd;108;46;Ne;22;10;Kr;86;36;1,7866
D;2;1;B;11;5;C;13;6;18,6793;Pd;102;46;Mg;26;12;Se;76;34;2,9063
Не;4;2;B;10;5;N;14;7;11,4574;Pd;102;46;Mg;24;12;Se;78;34;2,3725
He;3;2;B;11;5;N;14;7;20,5795;Pd;104;46;Mg;26;12;Se;78;34;3,3729
Не;4;2;B;11;5;N;15;7;10,9916;Pd;104;46;Mg;24;12;Se;80;34;1,8658
Li;6;3;B;10;5;O;16;8;30,879;Pd;105;46;Mg;25;12;Se;80;34;2,1313
Li;7;3;B;10;5;O;17;8;27,7678;Pd;106;46;Mg;26;12;Se;80;34;3,8163
Li;6;3;B;11;5;O;17;8;23,564;Pd;102;46;Al;27;13;As;75;33;1,7
Li;7;3;B;11;5;O;18;8;24,3586;Pd;102;46;Si;30;14;Ge;72;32;8,4738
Be;9;4;B;10;5;F;19;9;24,8895;Pd;102;46;Si;29;14;Ge;73;32;4,7404
B;10;5;B;10;5;Ne;20;10;31,1454;Pd;102;46;Si;28;14;Ge;74;32;6,3928
B;10;5;B;11;5;Ne;21;10;26,4498;Pd;104;46;Si;30;14;Ge;74;32;8,0565
B;11;5;B;11;5;Ne;22;10;25,3599;Pd;104;46;Si;28;14;Ge;76;32;4,9118
D;2;1;Ba;136;56;La;138;57;10,8538;Pd;105;46;Si;29;14;Ge;76;32;6,3239
Н;1;1;Ba;137;56;La;138;57;6,1246;Pd;106;46;Si;30;14;Ge;76;32;7,5255
D;2;1;Ba;137;56;La;139;57;12,6702;Pd;102;46;P;31;15;Ga;71;31;5,9029
Н;1;1;Ba;138;56;La;139;57;6,3109;Pd;102;46;S;34;16;Zn;68;30;11,3735
Не;4;2;Ba;132;56;Ce;136;58;0,5803;Pd;102;46;S;32;16;Zn;70;30;7,003
Не;4;2;Ba;134;56;Ce;138;58;1,1113;Pd;104;46;S;34;16;Zn;70;30;9,6382
He;3;2;Ba;135;56;Ce;138;58;14,7921;Pd;102;46;Cl;37;17;Cu;65;29;10,4868
Не;4;2;Ba;136;56;Ce;140;58;1,0647;Pd;102;46;Ar;40;18;Ni;62;28;13,2375
He;3;2;Ba;137;56;Ce;140;58;14,6897;Pd;102;46;Ar;38;18;Ni;64;28;13,2794
Li;7;3;Ba;134;56;Pr;141;59;12,0396;Pd;104;46;Ar;40;18;Ni;64;28;12,3116
Li;6;3;Ba;135;56;Pr;141;59;12,3945;Pd;102;46;Ca;48;20;Fe;54;26;12,0684
Be;9;4;Ba;134;56;Nd;143;60;6,405;Pd;102;46;Ca;46;20;Fe;56;26;15,2011
Be;9;4;Ba;135;56;Nd;144;60;7,3178;Pd;104;46;Ca;48;20;Fe;56;26;15,1508
Be;9;4;Ba;136;56;Nd;145;60;4,0855;Pd;105;46;Ca;48;20;Fe;57;26;15,7264
Be;9;4;Ba;137;56;Nd;146;60;4,7096;Pd;102;46;Ca;44;20;Fe;58;26;15,0697
Н;1;1;Be;9;4;B;10;5;6,5875;Pd;104;46;Ca;46;20;Fe;58;26;15,4619
D;2;1;Be;9;4;B;11;5;15,8196;Pd;106;46;Ca;48;20;Fe;58;26;16,3617
He;3;2;Be;9;4;C;12;6;26,283;Pd;102;46;Ti;50;22;Cr;52;24;18,2908
Не;4;2;Be;9;4;C;13;6;10,6516;Pd;102;46;Ti;49;22;Cr;53;24;15,297
Li;6;3;Be;9;4;N;15;7;25,3404;Pd;102;46;Ti;48;22;Cr;54;24;16,8722
Be;9;4;Be;9;4;O;18;8;23,4848;Pd;104;46;Ti;50;22;Cr;54;24;18,5283
Н;1;1;Br;79;35;Kr;80;36;9,1193;Pd;102;46;V;51;23;V;51;23;15,8205
Н;1;1;Br;81;35;Kr;82;36;9,9539;Ag;107;47;N;15;7;Zr;92;40;0,2534
D;2;1;Br;81;35;Kr;83;36;15,1973;Ag;107;47;O;18;8;Y;89;39;0,354
Не;4;2;Br;81;35;Rb;85;37;6,7412;Ag;107;47;F;19;9;Sr;88;38;0,8896
Li;7;3;Br;79;35;Sr;86;38;23,374;Ag;107;47;Ne;22;10;Rb;85;37;1,7466
Li;6;3;Br;81;35;Sr;87;38;21,0331;Ag;107;47;Ne;20;10;Rb;87;37;3,1186
Li;7;3;Br;81;35;Sr;88;38;24,9072;Ag;109;47;Ne;22;10;Rb;87;37;3,8517
B;11;5;Br;79;35;Zr;90;40;21,7346;Ag;107;47;Na;23;11;Kr;84;36;3,44
B;10;5;Br;81;35;Zr;91;40;22,3866;Ag;109;47;Na;23;11;Kr;86;36;4,0147
B;11;5;Br;81;35;Zr;92;40;19,6163;Ag;107;47;Mg;26;12;Br;81;35;5,6216
C;12;6;Br;81;35;Nb;93;41;9,6167;Ag;107;47;Al;27;13;Se;80;34;6,4487
N;15;7;Br;79;35;Mo;94;42;12,7764;Ag;107;47;P;31;15;Ge;76;32;9,1724
N;14;7;Br;81;35;Mo;95;42;12,9161;Ag;107;47;Cl;37;17;Zn;70;30;12,7857
N;15;7;Br;81;35;Mo;96;42;11,0866;Ag;107;47;Ca;48;20;Co;59;27;18,0868
F;19;9;Br;79;35;Ru;98;44;10,4821;Cd;106;48;C;12;6;Mo;94;42;1,1271
F;19;9;Br;81;35;Ru;100;44;10,9255;Cd;106;48;O;16;8;Zr;90;40;6,255
Ne;22;10;Br;81;35;Rh;103;45;2,7283;Cd;108;48;O;18;8;Zr;90;40;0,4844
Na;23;11;Br;79;35;Pd;102;46;2,9631;Cd;108;48;O;16;8;Zr;92;40;4,1871
Na;23;11;Br;81;35;Pd;104;46;2,3818;Cd;110;48;O;16;8;Zr;94;40;1,7838
D;2;1;C;12;6;N;14;7;10,116;Cd;108;48;F;19;9;Y;89;39;0,1537
Н;1;1;C;13;6;N;14;7;7,3933;Cd;106;48;Ne;22;10;Sr;84;38;1,1075
D;2;1;C;13;6;N;15;7;16,1596;Cd;106;48;Ne;20;10;Sr;86;38;3,957
Не;4;2;C;12;6;O;16;8;7,1613;Cd;108;48;Ne;22;10;Sr;86;38;3,1252
He;3;2;C;13;6;O;16;8;22,7927;Cd;108;48;Ne;21;10;Sr;87;38;1,1746
Не;4;2;C;13;6;O;17;8;6,3556;Cd;108;48;Ne;20;10;Sr;88;38;5,5405
Li;7;3;C;12;6;F;19;9;16,3943;Cd;110;48;Ne;22;10;Sr;88;38;5,5657
Li;6;3;C;13;6;F;19;9;18,6997;Cd;110;48;Ne;20;10;Sr*;90;38;2,9789
Be;9;4;C;12;6;Ne;21;10;17,0808;Cd;111;48;Ne;21;10;Sr*;90;38;3,1028
Be;9;4;C;13;6;Ne;22;10;22,5002;Cd;112;48;Ne;22;10;Sr*;90;38;3,8424
B;11;5;C;12;6;Na;23;11;18,1939;Cd;108;48;Na;23;11;Rb;85;37;2,3446
B;10;5;C;13;6;Na;23;11;24,7032;Cd;110;48;Na;23;11;Rb;87;37;3,7418
C;12;6;C;12;6;Mg;24;12;13,9305;Cd;106;48;Mg;26;12;Kr;80;36;6,4981
C;12;6;C;13;6;Mg;25;12;16,3142;Cd;106;48;Mg;24;12;Kr;82;36;6,9135
C;13;6;C;13;6;Mg;26;12;22,4648;Cd;108;48;Mg;26;12;Kr;82;36;7,383
D;2;1;Ca;43;20;Sc;45;21;15,8009;Cd;108;48;Mg;25;12;Kr;83;36;3,753
Н;1;1;Ca;44;20;Sc;45;21;6,8893;Cd;108;48;Mg;24;12;Kr;84;36;6,9406
Не;4;2;Ca;42;20;Ti;46;22;8,009;Cd;110;48;Mg;26;12;Kr;84;36;8,267
He;3;2;Ca;43;20;Ti;46;22;20,6577;Cd;110;48;Mg;24;12;Kr;86;36;6,8074
Не;4;2;Ca;43;20;Ti;47;22;8,9656;Cd;111;48;Mg;25;12;Kr;86;36;7,5013
He;3;2;Ca;44;20;Ti;47;22;18,4082;Cd;112;48;Mg;26;12;Kr;86;36;8,9722
Не;4;2;Ca;44;20;Ti;48;22;9,45;Cd;106;48;Al;27;13;Br;79;35;5,6514
He;3;2;Ca;46;20;Ti;49;22;20,355;Cd;108;48;Al;27;13;Br;81;35;5,7017
Не;4;2;Ca;46;20;Ti;50;22;10,714;Cd;106;48;Si;30;14;Se;76;34;12,0722
Li;7;3;Ca;43;20;V;50;23;25,7279;Cd;106;48;Si;29;14;Se;77;34;8,8725
Li;6;3;Ca;44;20;V;50;23;21,8445;Cd;106;48;Si;28;14;Se;78;34;10,8752
Li;7;3;Ca;44;20;V;51;23;25,6319;Cd;108;48;Si;30;14;Se;78;34;12,0079
Be;9;4;Ca;43;20;Cr;52;24;28,3659;Cd;108;48;Si;28;14;Se;80;34;9,8375
Be;9;4;Ca;44;20;Cr;53;24;25,1736;Cd;110;48;Si;30;14;Se;80;34;11,8272
B;11;5;Ca;44;20;Mn;55;25;24,9091;Cd;106;48;P;31;15;As;75;33;9,8804
C;12;6;Ca;42;20;Fe;54;26;17,7049;Cd;106;48;S;34;16;Ge;72;32;14,9067
C;13;6;Ca;43;20;Fe;56;26;25,3385;Cd;106;48;S;33;16;Ge;73;32;10,3666
C;12;6;Ca;44;20;Fe;56;26;19,1497;Cd;106;48;S;32;16;Ge;74;32;11,8542
C;13;6;Ca;44;20;Fe;57;26;21,8435;Cd;108;48;S;34;16;Ge;74;32;13,9584
C;12;6;Ca;46;20;Fe;58;26;19,0183;Cd;108;48;S;32;16;Ge;76;32;9,8422
N;15;7;Ca;44;20;Co;59;27;20,8729;Cd;110;48;S;34;16;Ge;76;32;12,8034
N;14;7;Ca;46;20;Co*;60;27;21,5408;Cd;106;48;Cl;37;17;Ga;69;31;13,3874
O;18;8;Ca;40;20;Ni;58;28;24,598;Cd;106;48;Cl;35;17;Ga;71;31;11,4155
O;16;8;Ca;42;20;Ni;58;28;16,9541;Cd;108;48;Cl;37;17;Ga;71;31;12,3553
O;18;8;Ca;42;20;Ni;60;28;25,155;Cd;106;48;Ar;40;18;Zn;66;30;16,3179
O;17;8;Ca;43;20;Ni;60;28;25,2724;Cd;106;48;Ar;38;18;Zn;68;30;17,1022
O;18;8;Ca;43;20;Ni;61;28;25,0488;Cd;108;48;Ar;40;18;Zn;68;30;15,6035
O;16;8;Ca;44;20;Ni;60;28;18,2778;Cd;106;48;Ar;36;18;Zn;70;30;12,1597
O;17;8;Ca;44;20;Ni;61;28;21,96;Cd;108;48;Ar;38;18;Zn;70;30;14,8359
O;18;8;Ca;44;20;Ni;62;28;24,503;Cd;110;48;Ar;40;18;Zn;70;30;14,1941
O;16;8;Ca;46;20;Ni;62;28;18,8711;Cd;106;48;K;41;19;Cu;65;29;15,2104
O;18;8;Ca;46;20;Ni;64;28;23,1849;Cd;106;48;Ca;48;20;Ni;58;28;16,9951
O;16;8;Ca;48;20;Ni;64;28;17,9955;Cd;106;48;Ca;46;20;Ni;60;28;20,0066
F;19;9;Ca;44;20;Cu;63;29;22,6353;Cd;108;48;Ca;48;20;Ni;60;28;19,4254
F;19;9;Ca;46;20;Cu;65;29;22,6428;Cd;106;48;Ca;44;20;Ni;62;28;20,6
Ne;22;10;Ca;42;20;Zn;64;30;19,4384;Cd;108;48;Ca;46;20;Ni;62;28;20,4612
Ne;21;10;Ca;43;20;Zn;64;30;21,8752;Cd;110;48;Ca;48;20;Ni;62;28;20,7369
Ne;20;10;Ca;44;20;Zn;64;30;17,5;Cd;106;48;Ca;42;20;Ni;64;28;18,0365
Ne;22;10;Ca;44;20;Zn;66;30;19,4002;Cd;108;48;Ca;44;20;Ni;64;28;19,1431
Ne;20;10;Ca;46;20;Zn;66;30;18,7072;Cd;110;48;Ca;46;20;Ni;64;28;19,8613
Ne;21;10;Ca;46;20;Zn;67;30;18,9922;Cd;112;48;Ca;48;20;Ni;64;28;20,9754
Ne;22;10;Ca;46;20;Zn;68;30;18,8246;Cd;106;48;Ti;50;22;Fe;56;26;24,4312
Ne;20;10;Ca;48;20;Zn;68;30;18,574;Cd;106;48;Ti;49;22;Fe;57;26;21,1347
Ne;22;10;Ca;48;20;Zn;70;30;17,1395;Cd;106;48;Ti;48;22;Fe;58;26;23,0358
Na;23;11;Ca;46;20;Ga;69;31;16,562;Cd;108;48;Ti;50;22;Fe;58;26;24,1611
Na;23;11;Ca;48;20;Ga;71;31;16,1111;Cd;106;48;V;51;23;Mn;55;25;22,2795
Mg;26;12;Ca;44;20;Ge;70;32;12,7652;Cd;106;48;Cr;53;24;Cr;53;24;22,9595
Mg;24;12;Ca;46;20;Ge;70;32;13,3735;Cd;106;48;Cr;52;24;Cr;54;24;24,7377
Mg;26;12;Ca;46;20;Ge;72;32;13,2254;Cd;108;48;Cr;54;24;Cr;54;24;24,4443
Mg;24;12;Ca;48;20;Ge;72;32;14,2761;In;113;49;Na;23;11;Sr*;90;38;6,6853
Mg;25;12;Ca;48;20;Ge;73;32;13,8262;In;113;49;Mg;26;12;Rb;87;37;11,6521
Mg;26;12;Ca;48;20;Ge;74;32;12,8583;In;113;49;Al;27;13;Kr;86;36;11,2972
Al;27;13;Ca;48;20;As;75;33;11,4741;In;113;49;Cl;37;17;Ge;76;32;15,8578
Si;30;14;Ca;44;20;Se;74;34;6,3351;In;113;49;Ca;48;20;Cu;65;29;22,4779
Si;28;14;Ca;46;20;Se;74;34;7,6066;Sn;114;50;Не;4;2;Cd;110;48;0,3605
Si;30;14;Ca;46;20;Se;76;34;7,6578;Sn;112;50;C;12;6;Ru;100;44;1,7885
Si;28;14;Ca;48;20;Se;76;34;9,3718;Sn;114;50;C;12;6;Ru;102;44;2,0865
Si;29;14;Ca;48;20;Se;77;34;8,3089;Sn;112;50;O;18;8;Mo;94;42;0,9688
Si;30;14;Ca;48;20;Se;78;34;8,1748;Sn;112;50;O;17;8;Mo;95;42;0,0801
P;31;15;Ca;48;20;Br;79;35;7,2452;Sn;112;50;O;16;8;Mo;96;42;5,0999
S;34;16;Ca;44;20;Kr;78;36;2,7824;Sn;114;50;O;18;8;Mo;96;42;2,0959
S;32;16;Ca;46;20;Kr;78;36;5,0254;Sn;114;50;O;17;8;Mo;97;42;1,0023
S;34;16;Ca;46;20;Kr;80;36;4,8168;Sn;114;50;O;16;8;Mo;98;42;5,1558
S;32;16;Ca;48;20;Kr;80;36;7,5023;Sn;112;50;F;19;9;Nb;93;41;0,4797
S;34;16;Ca;48;20;Kr;82;36;6,2829;Sn;112;50;Ne;22;10;Zr;90;40;8,6023
Cl;37;17;Ca;48;20;Rb;85;37;6,1004;Sn;112;50;Ne;21;10;Zr;91;40;5,4409
Ar;40;18;Ca;44;20;Sr;84;38;4,1899;Sn;112;50;Ne;20;10;Zr;92;40;7,3663
Ar;38;18;Ca;46;20;Sr;84;38;2,8299;Sn;114;50;Ne;22;10;Zr;92;40;9,301
Ar;40;18;Ca;46;20;Sr;86;38;6,3463;Sn;114;50;Ne;20;10;Zr;94;40;6,8726
Ar;36;18;Ca;48;20;Sr;84;38;6,0873;Sn;115;50;Ne;21;10;Zr;94;40;3,2984
Ar;38;18;Ca;48;20;Sr;86;38;5,4287;Sn;116;50;Ne;22;10;Zr;94;40;4,2709
Ar;40;18;Ca;48;20;Sr;88;38;8,5111;Sn;116;50;Ne;20;10;Zr;96;40;1,3674
K;41;19;Ca;48;20;Y;89;39;8,1673;Sn;117;50;Ne;21;10;Zr;96;40;0,9417
Ca;44;20;Ca;46;20;Zr;90;40;4,5261;Sn;118;50;Ne;22;10;Zr;96;40;2,0539
Ca;46;20;Ca;46;20;Zr;92;40;2,597;Sn;112;50;Na;23;11;Y;89;39;9,07
Ca;42;20;Ca;48;20;Zr;90;40;6,214;Sn;112;50;Mg;26;12;Sr;86;38;12,1923
Ca;43;20;Ca;48;20;Zr;91;40;5,4893;Sn;112;50;Mg;25;12;Sr;87;38;9,5106
Ca;44;20;Ca;48;20;Zr;92;40;3,0395;Sn;112;50;Mg;24;12;Sr;88;38;13,3064
Sc;45;21;Ca;48;20;Nb;93;41;2,107;Sn;114;50;Mg;26;12;Sr;88;38;16,5424
Ti;46;22;Ca;48;20;Mo;94;42;0,2385;Sn;114;50;Mg;24;12;Sr*;90;38;12,6543
D;2;1;Cd;111;48;In;113;49;13,3502;Sn;115;50;Mg;25;12;Sr*;90;38;9,6503
Н;1;1;Cd;112;48;In;113;49;5,9476;Sn;116;50;Mg;26;12;Sr*;90;38;11,354
D;2;1;Cd;113;48;In;115;49;13,6389;Sn;112;50;Al;27;13;Rb;85;37;10,8938
Н;1;1;Cd;114;48;In;115;49;6,8232;Sn;114;50;Al;27;13;Rb;87;37;14,2006
Не;4;2;Cd;108;48;Sn;112;50;1,5491;Sn;112;50;Si;30;14;Kr;82;36;16,4837
He;3;2;Cd;111;48;Sn;114;50;13,5812;Sn;112;50;Si;29;14;Kr;83;36;13,3371
Не;4;2;Cd;111;48;Sn;115;50;3,3375;Sn;112;50;Si;28;14;Kr;84;36;15,378
He;3;2;Cd;112;48;Sn;115;50;14,2891;Sn;114;50;Si;30;14;Kr;84;36;19,2773
Не;4;2;Cd;112;48;Sn;116;50;3,1047;Sn;114;50;Si;28;14;Kr;86;36;17,1544
He;3;2;Cd;113;48;Sn;116;50;17,2606;Sn;115;50;Si;29;14;Kr;86;36;15,297
Не;4;2;Cd;113;48;Sn;117;50;3,8685;Sn;116;50;Si;30;14;Kr;86;36;16,5173
He;3;2;Cd;114;48;Sn;117;50;15,4069;Sn;112;50;P;31;15;Br;81;35;13,8169
Не;4;2;Cd;114;48;Sn;118;50;4,0827;Sn;112;50;S;34;16;Se;78;34;18,3756
He;3;2;Cd;116;48;Sn;119;50;16,4409;Sn;112;50;S;32;16;Se;80;34;15,2337
Не;4;2;Cd;116;48;Sn;120;50;5,1074;Sn;114;50;S;34;16;Se;80;34;20,1044
Li;7;3;Cd;114;48;Sb;121;51;14,7409;Sn;112;50;Cl;37;17;As;75;33;16,2676
Li;7;3;Cd;116;48;Sb;123;51;15,7096;Sn;112;50;Ar;40;18;Ge;72;32;19,0714
Be;9;4;Cd;111;48;Te;120;52;11,3512;Sn;112;50;Ar;38;18;Ge;74;32;19,6219
Be;9;4;Cd;113;48;Te;122;52;12,8509;Sn;114;50;Ar;40;18;Ge;74;32;20,8897
Be;9;4;Cd;114;48;Te;123;52;10,783;Sn;112;50;Ar;36;18;Ge;76;32;14,9337
Be;9;4;Cd;116;48;Te;125;52;11,9008;Sn;114;50;Ar;38;18;Ge;76;32;20,3764
B;11;5;Cd;116;48;I;127;53;9,2805;Sn;116;50;Ar;40;18;Ge;76;32;17,1078
C;13;6;Cd;111;48;Xe;124;54;1,6245;Sn;112;50;K;41;19;Ga;71;31;17,0137
C;13;6;Cd;113;48;Xe;126;54;3,535;Sn;112;50;Ca;48;20;Zn;64;30;21,8268
C;12;6;Cd;116;48;Xe;128;54;1,3712;Sn;112;50;Ca;46;20;Zn;66;30;23,4764
C;13;6;Cd;116;48;Xe;129;54;3,3347;Sn;114;50;Ca;48;20;Zn;66;30;25,6617
Н;1;1;Ce;140;58;Pr;141;59;5,8265;Sn;115;50;Ca;48;20;Zn;67;30;22,3726
Не;4;2;Ce;138;58;Nd;142;60;0,7871;Sn;112;50;Ca;44;20;Zn;68;30;22,9008
He;3;2;Ce;140;58;Nd;143;60;11,3922;Sn;114;50;Ca;46;20;Zn;68;30;25,5285
He;3;2;Ce;142;58;Nd;145;60;12,0256;Sn;116;50;Ca;48;20;Zn;68;30;23,1774
Be;9;4;Ce;138;58;Sm;147;62;3,0609;Sn;112;50;Ca;42;20;Zn;70;30;19,5278
Be;9;4;Ce;140;58;Sm;149;62;1,0023;Sn;114;50;Ca;44;20;Zn;70;30;23,401
